"recdate"|"mapunittextkind"|"textcat"|"textsubcat"|"text"|"mukey"|"mutextkey"
""|"Nontechnical description"|"WSG"|"004"|"1w6 - Wetness causes severe equipment limitations, plant competition, and seedling mortality. Important commercial tree species include sweetgum, water oak, willow oak, and green ash. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 100. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 310 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, yaupon, and green ash. High value grasses and forbs used by livestock include pinehill bluestem, switch cane, longleaf uniola, beaked panicum, and sedges. Stocking rates depend on canopy density and range from 8-60 acres per animal unit."|578231|2702166
""|"Nontechnical description"|"WSG"|"003"|"1o7 - These soils do not have significant management problems. Important commercial tree species include loblolly pine, sweetgum, red oak, and water oak. These soils are suited for pine or hardwoods, and the site index for loblolly pine is 100. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 430 board feet (Doyle rule), or 310 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, ash, American beautyberry, yaupon, and white oak. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, beaked panicum, and virginia wildrye. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578232|2702167
""|"Nontechnical description"|"WSG"|"004"|"1w6 - Wetness causes severe equipment limitations, plant competition, and seedling mortality. Important commercial tree species include sweetgum, water oak, willow oak, and green ash. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 100. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 310 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, yaupon, and green ash. High value grasses and forbs used by livestock include pinehill bluestem, switch cane, longleaf uniola, beaked panicum, and sedges. Stocking rates depend on canopy density and range from 8-60 acres per animal unit."|578232|2702168
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2B"|"2B - LOAMY ACIDIC BOTTOMLAND - Deep and very deep, strongly to very strongly acid bottomlands with loamy surfaces; may overflow; medium natural fertility; moderate to very high water holding capacity with good plant-soil-moisture relationship; high production potential."|578232|2702169
"06/06/2003 00:00:00"|"Nontechnical description"|"PHG"|"2C"|"2C - WET LOAMY BOTTOMLAND - Deep and very deep, wet, somewhat poorly to very poorly drained, loamy bottomlands with seasonal high water tables; may overflow; medium natural fertility; high to very high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|578232|2702170
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578233|2702173
"04/17/2014 00:00:00"|"Nontechnical description"|"WDS"|"026"|"These are well drained, loamy soils with a moderately high potential for productivity. There are no serious management problems. They are best suited for southern pines. Site index for loblolly pine is 80, shortleaf is 70."|578233|2702174
"04/17/2014 00:00:00"|"Nontechnical description"|"WSG"|"018"|"3o1 - No significant management problems are caused by soil characteristics. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and beaked panicum. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578233|2702175
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578234|2702176
""|"Nontechnical description"|"WSG"|"022"|"3w6 - Equipment limitations and seedling mortality will be severe during wet periods. Important commercial tree species include water oak, willow oak, green ash, and sweetgum. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 80. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 120 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, green ash, and Alabama supplejack. High value grasses and forbs used by livestock include switchgrass, beaked panicum, wildrye, switchcane, and sedges. Stocking rates depend on canopy density and range from 6-50 acres per animal unit."|578234|2702177
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578234|2702178
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E2"|"8E2 - WET UPLAND - Deep and very deep, wet, loamy uplands with possible depressed or ponded areas or seasonal water table; poorly to very poorly drained; tight subsoils; medium natural fertility; Very high to high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|578234|2702179
""|"Nontechnical description"|"WSG"|"032"|"4w9 - Frequent flooding or high water table may cause severe equipment limitations, seedling mortality, and plant competition. Important commercial tree species include loblolly pine, sweetgum, and water oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine, sweetgum and water oak is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) or 50 for sweetgum per acre per year. Native species important to wildlife include water oak, willow oak, green ash, yaupon, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, little bluestem, beaked panicum, and switchgrass. Stocking rates depend on canopy density and range from 10-60 acres per animal unit."|578235|2702180
"06/06/2003 00:00:00"|"Nontechnical description"|"PHG"|"9C2"|"9C2 - WET SANDY UPLAND - Deep and very deep, poorly to very poorly drained soils with water tables at or near the surface for several months each year, wet sandy uplands; seasonally high water table; low natural fertility; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|578235|2702181
""|"Nontechnical description"|"WSG"|"005"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578236|2702182
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2B"|"2B - LOAMY ACIDIC BOTTOMLAND - Deep and very deep, strongly to very strongly acid bottomlands with loamy surfaces; may overflow; medium natural fertility; moderate to very high water holding capacity with good plant-soil-moisture relationship; high production potential."|578236|2702183
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578237|2702184
""|"Nontechnical description"|"WSG"|"025"|"4c2 - Clayey texture may cause moderate equipment limitations during wet periods, and erosion may increase with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, and longleaf uniola. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578238|2702185
""|"Nontechnical description"|"WSG"|"028"|"4f2 - Rock fragments cause seedling mortality to increase during dry periods. Erosion hazards increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and sedge. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578240|2702186
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8A"|"8A - TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes 0 to 5 percent; low natural fertility; seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium to high production potential."|578240|2702187
""|"Nontechnical description"|"WSG"|"028"|"4f2 - Rock fragments cause seedling mortality to increase during dry periods. Erosion hazards increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and sedge. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578241|2702188
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8B"|"8B - SLOPING TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes greater than 5 percent; low natural fertility, seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|578241|2702189
""|"Nontechnical description"|"WSG"|"029"|"4r3 - Steep slopes cause severe equipment limitations and erosion hazards. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine over a 50-year period is 70. The yield from an unmanaged stand of loblolly pine over a fifty year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, and indiangrass. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578242|2702190
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"OSI"|"OSI - On site investigation needed for Pasture and Hayland interpretations."|578242|2702191
""|"Nontechnical description"|"WSG"|"026"|"4c3 - Equipment limitations and seedling mortality may be severe during wet periods. Erosion will increase with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, and longleaf uniola. Stocking rates depend on canopy density and range from 7-80 acres per animal unit."|578243|2702192
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8A"|"8A - TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes 0 to 5 percent; low natural fertility; seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium to high production potential."|578243|2702193
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9C1"|"9C1 - SLIGHTLY WET SANDY UPLAND - Deep and very deep, wet sandy uplands; somewhat poorly drained with water tables at 20 to 40 inches during the cool season; low natural fertility; medium water holding capacity with fair to good plant-soil-moisture relationship; medium to good production potential."|578244|2702194
"07/25/2002 00:00:00"|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578244|2702195
""|"Nontechnical description"|"WSG"|"014"|"3c2 - Clayey texture may cause moderate equipment limitations and seedling mortality. Erosion hazard increases with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 80. The yield from an unmanaged stand over a 50-year period is approximately 230 board feet (Doyle rule) for loblolly pine, per acre per year. Native species important to wildlife include red oak, American beautyberry, yauupon, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, and indiangrass. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578245|2702196
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8A"|"8A - TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes 0 to 5 percent; low natural fertility; seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium to high production potential."|578245|2702197
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578246|2702198
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E1"|"8E1 - SLIGHTLY WET UPLAND - Deep and very deep, loamy uplands; wet during cool seasons; somewhat poorly drained; mainly tight subsoils; medium natural fertility; Very high to high water holding capacity with fair to good plant-soil-moisture relationship; medium to high production potential."|578246|2702199
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|578213|2702124
""|"Nontechnical description"|"WSG"|"021"|"3s3 - Sandy texture may cause severe equipment limitations, seedling mortality, and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, sandjack oak, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem, indiangrass, and longleaf uniola. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578213|2702125
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|578212|2702122
""|"Nontechnical description"|"WSG"|"021"|"3s3 - Sandy texture may cause severe equipment limitations, seedling mortality, and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, sandjack oak, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem, indiangrass, and longleaf uniola. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578212|2702123
""|"Nontechnical description"|"WSG"|"040"|"4x3 - Stone and rock fragments cause severe equipment limitation and seedling mortality. Erosion hazards increase with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, blackjack oak, American beautyberry, and persimmon. Grasses and forbs important for livestock include pinehill bluestem, big bluestem, indiangrass, and tickclover. Stocking rates depend on canopy density and range from 7-80 acres per animal unit."|578210|2702120
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"OSI"|"OSI - On site investigation needed for Pasture and Hayland interpretations."|578210|2702121
""|"Nontechnical description"|"WSG"|"010"|"2s2 - Sandy texture may cause moderate equipment limitations and seedling mortality. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, per acre per year. Native species important to wildlife include red oak, American beautyberry, tickclover, flowering dogwood, yaupon, and sparkleberry. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, and little bluestem. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578205|2702116
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9A"|"9A - SANDY UPLAND - Deep and very deep, sandy uplands with clayey or loamy subsoils within 40 inches; low natural fertility; low to medium water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578205|2702117
""|"Nontechnical description"|"WDS"|"029"|"Soils in this group are well drained and sandy with moderately high potential for productivity. Equipment limitations and seedling mortality are moderate. These soils are best suited for southern pines. Site index for loblolly and slash pine is 80; shortleaf pine is 70."|578204|2702112
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|578204|2702113
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|578204|2702114
""|"Nontechnical description"|"WSG"|"021"|"3s3 - Sandy texture may cause severe equipment limitations, seedling mortality, and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, sandjack oak, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem, indiangrass, and longleaf uniola. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578204|2702115
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578203|2702110
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8D"|"8D - SLOPING LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes greater than 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578203|2702111
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578202|2702108
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578202|2702109
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578247|2702200
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578247|2702201
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578247|2702202
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E1"|"8E1 - SLIGHTLY WET UPLAND - Deep and very deep, loamy uplands; wet during cool seasons; somewhat poorly drained; mainly tight subsoils; medium natural fertility; Very high to high water holding capacity with fair to good plant-soil-moisture relationship; medium to high production potential."|578247|2702203
""|"Nontechnical description"|"WSG"|"020"|"3s2 - Sandy texture may cause moderate equipment limitations and seedling mortality. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, dogwood, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, little bluestem, longleaf uniola, and indiangrass. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578248|2702204
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9A"|"9A - SANDY UPLAND - Deep and very deep, sandy uplands with clayey or loamy subsoils within 40 inches; low natural fertility; low to medium water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578248|2702205
""|"Nontechnical description"|"WSG"|"036"|"5s3 - Sandy texture and low water holding capacity may cause severe equipment limitations, seedling mortality, and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pine, and the site index for loblolly pine is 60. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 60 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, bluejack oak, dogwood, and American beautyberry. High value grasses and forbs used by livestock include pinehill, bluestem, and indiangrass. Stocking rates depend on canopy density and range from 10-80 acres per animal unit."|578250|2702206
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|578250|2702207
""|"Nontechnical description"|"WSG"|"035"|"5r3 - Sandy texture and steep slopes may cause severe equipment limitations, seedling mortality, and erosion. Important commercial tree species include loblolly pine, and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 60. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 60 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, bluejack oak, dogwood, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem and indiangrass. Stocking rates depend on canopy density and range from 10-80 acres per animal unit."|578251|2702208
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"OSI"|"OSI - On site investigation needed for Pasture and Hayland interpretations."|578251|2702209
""|"Nontechnical description"|"WSG"|"018"|"3o1 - No significant management problems are caused by soil characteristics. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and beaked panicum. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578252|2702210
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578252|2702211
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578255|2702212
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578255|2702213
""|"Nontechnical description"|"WSG"|"015"|"3c8 - Clayey texture may cause moderate equipment limitations, and erosion hazards will increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) or 120 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, longleaf uniola, and purpletop tridens. Stocking rates depend on canopy density and range fro 6-40 acres per animal unit."|578256|2702214
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8A"|"8A - TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes 0 to 5 percent; low natural fertility; seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium to high production potential."|578256|2702215
""|"Nontechnical description"|"WSG"|"015"|"3c8 - Clayey texture may cause moderate equipment limitations, and erosion hazards will increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) or 120 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, longleaf uniola, and purpletop tridens. Stocking rates depend on canopy density and range fro 6-40 acres per animal unit."|578257|2702216
